PFAM_ID,DUF_ID,DUF_Name,Name of the DUF,Species,SCOPe Superfamily,SCOPe Family,Pathway,Chain ID ,PDB_ID
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Western balsam poplar (Populus trichocarpa),c.47.1(1-105),,Electron Transport Chain,A,5n9u
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Western balsam poplar (Populus trichocarpa),c.47.1(1-105),,Electron Transport Chain,A,7zs3
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Western balsam poplar (Populus trichocarpa),c.47.1(1-105),,Electron Transport Chain,A,7zzn
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wheat (Triticum aestivum),c.47.1(1-105),,Electron Transport Chain,A,5zvl
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wheat (Triticum aestivum),c.47.1(1-105),,Electron Transport Chain,B,5zvl
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wheat (Triticum aestivum),c.47.1(1-105),,Electron Transport Chain,C,5zvl
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wheat (Triticum aestivum),c.47.1(1-105),,Electron Transport Chain,D,5zvl
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wheat (Triticum aestivum),c.47.1(1-105),,Electron Transport Chain,E,5zvl
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Winged tobacco (Nicotiana alata),c.47.1(1-105),,Electron Transport Chain,A,6x0b
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Winged tobacco (Nicotiana alata),c.47.1(1-105),,Electron Transport Chain,B,6x0b
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wuchereria bancrofti,c.47.1(1-105),,Electron Transport Chain,A,5d73
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Wuchereria bancrofti,c.47.1(1-105),,Electron Transport Chain,B,5d73
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xanthobacter autotrophicus,c.47.1(1-105),,Electron Transport Chain,A,4hz2
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xanthobacter autotrophicus,c.47.1(1-105),,Electron Transport Chain,B,4hz2
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xenorhabdus nematophila,c.47.1(1-105),,Electron Transport Chain,A,4l8e
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,A,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,B,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,C,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,D,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,E,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47], Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,F,2x64
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,A,2rem
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,B,2rem
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,C,2rem
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Xylella fastidiosa,c.47.1(1-105),,Electron Transport Chain,A,3ixr
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,A,5ft3
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,B,5ft3
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,A,7ebt
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,B,7ebt
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,C,7ebt
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yellow fever mosquito (Aedes aegypti),c.47.1(1-105),,Electron Transport Chain,D,7ebt
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,A,3rdw
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,B,3rdw
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,A,1yy7
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,B,1yy7
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,A,4g9h
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,B,4g9h
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,A,4gci
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pestis,c.47.1(1-105),,Electron Transport Chain,B,4gci
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,A,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,B,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,C,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,D,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,E,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,F,2xpd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,A,2xpe
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,B,2xpe
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,A,3zrd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,B,3zrd
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,A,3zre
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Yersinia pseudotuberculosis,c.47.1(1-105),,Electron Transport Chain,A,2yjh
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Zebrafish (Danio rerio),c.47.1(1-105),,Electron Transport Chain,A,3uiw
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Zebrafish (Danio rerio),c.47.1(1-105),,Electron Transport Chain,B,3uiw
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Plasmodium falciparum,c.47.1(1-105),,Electron Transport Chain,A,7dil
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Campylobacter jejuni,c.47.1(1-105),,Electron Transport Chain,A,7pq7
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Campylobacter jejuni,c.47.1(1-105),,Electron Transport Chain,B,7pq7
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Camelus dromedarius,c.47.1(1-105),,Electron Transport Chain,A,7opz
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Camelus dromedarius,c.47.1(1-105),,Electron Transport Chain,B,7opz
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Camelus dromedarius,c.47.1(1-105),,Electron Transport Chain,C,7opz
PF07293,DUF1450,Protein of unknown function (DUF1450),(1) Thioredoxin fold [c.47],Camelus dromedarius,c.47.1(1-105),,Electron Transport Chain,D,7opz
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1aig
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,N,1aig
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1aij
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1aij
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1ds8
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1ds8
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1dv3
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1dv3
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1dv6
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1dv6
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1e_14
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1e6d
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1f6n
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1fnp
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1fnq
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1jgw
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1jgx
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1jgy
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1jgz
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1jh0
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1k6l
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1k6n
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1kby
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1l9b
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1l9j
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1l9j
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1m3x
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1mps
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1ogv
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1pcr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1pss
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1pst
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1qov
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rg5
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rgn
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rqk
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rvj
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1ry5
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rzh
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1rzz
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1rzz
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1s00
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,R,1s00
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1umx
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1yf6
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,1yst
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,A,1z9k
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,2gmr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,2rcr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3dsy
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3dtr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3dts
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3du2
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3du3
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3duq
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3v3y
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,3v3z
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4h99
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4h9l
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4hbh
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4hbj
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4in5
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4in6
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4in7
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4lwy
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4n7k
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4n7l
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4rcr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,4tqq
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,5lse
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,6z02
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,6z1j
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,6z27
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,7f0l
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,7mh5
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodobacter sphaeroides,f.26.1(INDIRECT),,Photosynthesis,L,7p17
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,1dxr
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,1prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,1r2c
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,1txw
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,2jbl
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,2prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,3d38
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,3prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,4prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,5nj4
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,5o4c
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,5prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,6prc
PF06157,DUF973,Protein of unknown function (DUF973),"(1) Bacterial photosystem II reaction centre, L and M subunits [f.26]",Rhodopseudomonas viridis,f.26.1(INDIRECT),,Photosynthesis,L,6zhw
